Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price
37,1100,2,1,3,1957,Rural,Good,No,748213
1976,578,5,3,1,1982,Suburban,Excellent,Yes,189570
663,1776,1,4,3,2016,Rural,Fair,No,536160
1954,3993,3,2,1,1967,Rural,Good,No,891610
1445,750,4,4,3,2003,Rural,Poor,Yes,677901
978,4742,5,4,2,2022,Suburban,Excellent,No,758029
1572,4453,3,1,3,1933,Downtown,Good,No,201837
739,1223,3,3,1,1987,Urban,Poor,No,154887
192,3869,5,4,3,1929,Downtown,Good,No,940965
920,841,1,1,2,1911,Urban,Poor,Yes,605639
457,3482,5,4,1,2011,Suburban,Poor,Yes,173554
676,2031,1,4,2,1913,Urban,Excellent,No,409571
761,2876,3,1,3,1978,Rural,Good,No,846966
1808,4906,2,3,2,1955,Suburban,Fair,No,706282
1603,2533,3,4,1,1976,Rural,Good,No,608692
729,503,1,4,3,2012,Suburban,Poor,No,850118
413,912,4,4,2,1958,Suburban,Good,Yes,631253
1099,1209,5,1,2,2007,Downtown,Fair,Yes,560237
826,1450,4,3,3,1942,Downtown,Fair,Yes,320114
1640,4614,3,4,1,1909,Downtown,Poor,Yes,678420
617,2680,5,1,2,1976,Suburban,Fair,No,459909
115,3229,4,2,1,2005,Downtown,Good,No,256084
418,3965,3,4,3,2012,Rural,Excellent,No,594283
1911,899,3,3,2,1942,Rural,Good,Yes,141544
970,664,4,3,2,1910,Downtown,Good,No,302051
605,2622,2,1,1,2003,Rural,Good,No,141788
1919,1319,5,4,2,1946,Downtown,Good,No,321380
90,1304,4,3,3,1957,Suburban,Good,No,414593
849,3419,1,2,1,2019,Rural,Fair,No,245346
1520,4505,1,4,1,2011,Rural,Poor,Yes,913624
1918,3792,2,1,1,1975,Urban,Good,Yes,144266
754,2173,3,3,3,1954,Suburban,Fair,Yes,77313
499,955,4,3,3,1920,Downtown,Poor,No,90491
1277,2074,2,2,2,1988,Downtown,Good,No,108122
1326,1953,5,1,1,1937,Suburban,Poor,No,801564
12,2891,4,4,3,1978,Urban,Excellent,Yes,127123
397,1253,2,3,3,2022,Rural,Fair,No,204473
285,1909,5,4,2,1972,Suburban,Good,Yes,718043
1067,2843,1,1,3,1979,Rural,Excellent,No,453169
1192,1384,1,4,1,1920,Downtown,Good,No,620900
1745,1749,4,1,1,1983,Urban,Poor,No,232075
691,2656,1,3,2,2003,Rural,Fair,No,384678
1753,1149,4,3,2,2006,Rural,Excellent,Yes,681540
1876,3030,3,2,3,1923,Urban,Good,No,133323
690,732,3,1,2,2002,Urban,Fair,Yes,858157
852,1314,2,3,3,1907,Suburban,Good,No,53889
160,4718,4,3,3,1944,Downtown,Excellent,No,265933
896,1074,3,1,1,1977,Downtown,Excellent,Yes,676517
1576,1543,3,3,3,1992,Rural,Good,Yes,325001
258,3920,4,3,3,1975,Downtown,Good,No,745003
336,2431,3,3,2,2006,Urban,Excellent,No,53743
1880,3464,2,1,3,1974,Suburban,Poor,No,771444
1040,4725,4,1,2,1986,Suburban,Good,Yes,136978
516,4675,3,4,1,2002,Suburban,Good,Yes,697735
1349,4463,2,1,2,1907,Urban,Fair,No,481413
1016,3157,5,3,2,2001,Suburban,Excellent,No,638085
769,1618,2,3,2,1945,Urban,Poor,Yes,320804
1747,1161,3,2,1,1974,Downtown,Good,Yes,137745
762,3332,3,1,1,2008,Rural,Fair,No,879492
1247,3611,4,2,3,1979,Urban,Fair,No,605564
1204,553,1,4,2,1956,Urban,Fair,Yes,676692
1468,4304,5,2,1,1983,Downtown,Good,Yes,208116
1984,3956,4,4,1,1971,Urban,Poor,Yes,581992
522,4012,2,1,3,1986,Downtown,Poor,Yes,964394
23,1475,3,1,1,1927,Downtown,Poor,No,709966
357,3618,4,1,2,1945,Downtown,Fair,No,708559
1278,4498,3,2,3,1923,Downtown,Fair,No,804849
1313,784,5,3,3,2021,Rural,Poor,Yes,811254
1683,3045,4,4,3,1938,Rural,Excellent,Yes,54329
341,3349,3,3,1,2013,Suburban,Excellent,No,679600
432,3414,2,2,1,1968,Rural,Fair,Yes,928977
474,4219,3,3,2,1986,Suburban,Good,Yes,490187
218,2700,4,1,3,2017,Downtown,Fair,No,574333
912,3213,4,4,1,1994,Downtown,Excellent,No,400434
1228,1487,3,4,3,2002,Urban,Poor,No,520970
1597,4423,2,4,3,1943,Downtown,Excellent,Yes,811654
1012,2551,4,1,1,1991,Rural,Good,Yes,155494
1950,4335,4,2,2,1999,Downtown,Good,No,784543
94,3190,3,2,3,1950,Downtown,Excellent,No,645316
1009,3930,3,2,2,1938,Suburban,Fair,No,411799
1071,2139,4,3,2,1962,Suburban,Good,No,176206
1093,838,1,1,2,1975,Downtown,Fair,Yes,278497
1915,1882,1,4,3,1958,Urban,Good,Yes,137725
1309,521,3,3,2,2008,Urban,Good,Yes,411995
697,2972,1,2,1,1953,Suburban,Excellent,Yes,321142
1828,4537,1,4,1,2008,Suburban,Poor,Yes,128743
997,3179,1,4,2,1929,Urban,Poor,Yes,58539
154,2207,4,3,2,2014,Downtown,Poor,Yes,175801
1100,4226,5,4,2,1992,Suburban,Fair,No,670417
1719,4457,2,1,1,1976,Downtown,Excellent,Yes,198306
1998,1062,5,1,2,1903,Rural,Poor,No,476925
790,3121,5,1,1,1958,Urban,Excellent,Yes,548864
581,2548,4,3,2,1918,Urban,Good,No,400386
704,1376,3,2,1,2000,Urban,Fair,Yes,616695
1213,1349,5,4,2,1910,Suburban,Excellent,Yes,430129
1296,4402,2,3,3,1911,Urban,Poor,Yes,284631
1666,3489,4,2,1,1924,Suburban,Fair,No,366235
1261,3739,4,3,2,2022,Downtown,Poor,No,836408
488,3423,3,2,3,1952,Downtown,Fair,No,601972
560,1515,4,1,1,1984,Downtown,Fair,Yes,674747
1142,4021,5,2,3,2013,Urban,Good,No,264117
1120,2919,4,4,2,2007,Suburban,Poor,Yes,975168
802,1492,2,4,2,1971,Downtown,Poor,No,917784
513,2605,5,4,2,2015,Downtown,Excellent,No,752858
634,4955,4,3,3,1959,Urban,Poor,No,339176
1922,3802,1,4,1,1931,Urban,Fair,No,184974
1788,566,4,1,1,1945,Urban,Fair,Yes,999453
1546,1129,5,1,2,1992,Suburban,Good,No,458449
1151,4310,4,3,1,2023,Suburban,Fair,Yes,903906
791,4727,5,4,1,1931,Suburban,Poor,No,328606
117,3560,3,2,3,1973,Downtown,Fair,No,437554
741,4708,3,1,2,1919,Urban,Good,No,938663
1691,3688,2,3,1,1945,Urban,Good,No,133984
1082,2136,4,1,1,1909,Suburban,Fair,No,141257
831,2365,5,4,3,2013,Urban,Good,No,69416
120,1863,2,4,1,1968,Downtown,Fair,No,973469
657,4702,4,4,2,1915,Downtown,Excellent,No,183997
1908,4785,3,3,3,1941,Downtown,Good,No,335084
636,2219,1,3,1,1995,Urban,Poor,No,198430
370,2989,5,3,3,1961,Rural,Excellent,No,882044
269,1684,3,2,3,2003,Downtown,Good,No,195109
656,2786,4,2,1,1954,Suburban,Fair,No,319594
936,2000,5,1,2,1931,Suburban,Excellent,No,745763
823,3097,5,1,2,1911,Rural,Fair,No,720951
867,3435,1,4,1,2007,Suburban,Excellent,Yes,638759
47,1275,3,1,2,2000,Downtown,Good,No,270084
1374,3446,3,4,2,1943,Suburban,Poor,Yes,482809
1709,3916,3,4,1,1973,Rural,Fair,Yes,818026
992,1779,5,1,2,1999,Downtown,Excellent,Yes,939459
877,3868,4,2,1,1924,Suburban,Fair,Yes,371345
774,4929,2,4,3,1994,Rural,Fair,Yes,499058
1220,3660,5,4,2,1910,Suburban,Fair,Yes,921415
2000,2989,5,1,3,1903,Suburban,Fair,No,482525
5,4926,1,4,2,1975,Downtown,Fair,Yes,636056
1004,3073,1,3,3,1936,Urban,Excellent,Yes,361251
1724,3438,5,3,1,1966,Urban,Excellent,No,175223
264,1639,5,4,2,1997,Suburban,Good,Yes,156960
1570,1456,4,4,2,1996,Urban,Fair,No,75301
1831,3331,5,4,1,1909,Suburban,Poor,Yes,654146
444,1217,5,4,2,1944,Downtown,Poor,Yes,358094
1003,3780,3,4,3,1956,Suburban,Good,No,256873
1078,1958,2,4,2,2010,Rural,Excellent,Yes,286109
838,3391,3,1,2,2015,Rural,Poor,Yes,118835
1791,4653,5,2,2,1975,Downtown,Good,No,772670
305,2482,3,4,2,1941,Downtown,Good,Yes,508034
1366,1090,4,4,2,1937,Rural,Poor,No,739834
1558,3234,2,1,3,1967,Urban,Excellent,Yes,576054
314,4354,5,3,2,1996,Suburban,Fair,Yes,694467
150,2660,3,4,2,1979,Downtown,Excellent,Yes,840168
1149,2304,5,3,1,1924,Downtown,Fair,No,321261
1214,2609,2,4,1,1911,Suburban,Fair,Yes,658841
575,3256,1,4,2,1966,Urban,Good,No,771202
51,2455,1,3,3,1967,Downtown,Poor,No,698843
1553,2860,2,2,3,1910,Downtown,Fair,No,998084
727,967,4,4,1,1911,Urban,Fair,No,649223
834,3728,5,1,3,2007,Urban,Poor,No,178145
1378,3844,2,2,3,1916,Urban,Fair,No,347625
1116,2021,4,1,1,1959,Downtown,Excellent,Yes,689544
1167,3124,4,2,3,1937,Rural,Fair,Yes,810416
471,2040,3,1,1,2014,Suburban,Good,No,946366
972,1322,2,4,2,2005,Suburban,Good,Yes,632334
654,2796,5,2,2,1968,Rural,Good,No,774091
400,3396,3,1,3,1951,Downtown,Fair,No,522650
512,633,3,1,1,2021,Urban,Good,Yes,417390
321,1491,4,3,2,1911,Urban,Fair,Yes,171509
20,3058,5,2,2,2016,Downtown,Excellent,No,218767
685,625,2,3,3,1981,Downtown,Good,Yes,655984
36,2935,4,4,2,1979,Urban,Poor,No,959507
903,917,3,2,2,1920,Suburban,Excellent,Yes,631612
1779,2304,2,3,3,1987,Suburban,Poor,No,465718
828,2743,1,1,1,1936,Downtown,Excellent,No,543614
1854,4637,5,3,3,1904,Downtown,Fair,Yes,965100
408,4474,4,1,3,1934,Suburban,Poor,No,631330
921,2224,1,1,3,2008,Rural,Poor,No,555920
538,4968,4,3,3,1945,Downtown,Excellent,No,543973
759,820,2,3,3,1997,Downtown,Poor,Yes,176228
1905,4476,3,2,1,1957,Rural,Fair,Yes,306094
1063,981,5,4,2,1918,Urban,Poor,No,236807
1200,3300,2,4,3,2020,Suburban,Fair,Yes,736779
246,3567,1,4,1,1912,Rural,Excellent,No,150647
1417,4544,3,2,3,1975,Downtown,Good,No,72838
1128,3723,3,1,1,2015,Suburban,Excellent,No,263057
785,1372,3,4,2,2008,Downtown,Excellent,No,329087
1743,982,3,4,1,1956,Urban,Fair,No,884363
490,4686,3,1,2,2017,Suburban,Fair,Yes,431965
155,3277,2,4,3,2013,Urban,Good,No,944030
962,3800,5,2,3,2006,Urban,Poor,No,252252
854,2849,1,1,3,1910,Rural,Fair,Yes,174714
1312,1186,2,2,2,2011,Downtown,Good,Yes,86972
626,4318,5,1,2,1946,Downtown,Poor,No,979441
686,4096,1,4,1,1922,Downtown,Fair,Yes,427389
1562,2155,5,4,2,1912,Rural,Excellent,No,540674
570,2652,3,1,3,1931,Suburban,Good,Yes,910359
1909,4065,2,3,3,1927,Downtown,Excellent,No,749400
18,974,2,2,1,1919,Downtown,Poor,Yes,905742
128,4529,5,2,3,1917,Downtown,Good,Yes,577561
1347,4679,3,3,3,1926,Downtown,Poor,Yes,517453
1280,2903,2,4,1,1916,Urban,Good,No,703197
1969,2779,3,3,2,1979,Urban,Poor,No,220951
928,2982,3,3,2,1995,Suburban,Fair,Yes,809774
981,1414,4,2,3,1981,Downtown,Excellent,Yes,68394
1965,1620,2,2,3,1982,Suburban,Poor,Yes,423218
191,4561,1,2,1,1966,Suburban,Poor,Yes,518968
1140,992,5,2,2,1986,Rural,Poor,No,405970
993,4077,2,2,1,1904,Urban,Fair,No,500281
1956,2944,1,3,3,2004,Suburban,Excellent,No,828520
1657,3375,3,3,3,1954,Urban,Poor,No,479767
607,1829,5,3,3,1932,Urban,Fair,No,294437
181,3719,2,4,2,2007,Suburban,Poor,No,550228
302,1471,2,1,3,1961,Suburban,Poor,No,57176
497,4209,1,4,2,2020,Downtown,Poor,Yes,346784
1721,2345,3,2,2,2020,Suburban,Fair,No,690083
1710,4945,3,1,3,1981,Suburban,Fair,No,782119
1888,1345,1,2,2,1976,Urban,Excellent,No,601151
1992,4397,4,1,2,1981,Rural,Poor,Yes,847822
518,3784,4,2,2,1965,Suburban,Excellent,No,574532
1985,4006,2,3,3,1960,Downtown,Poor,No,852874
1070,1438,1,4,1,1973,Downtown,Good,No,112708
477,1865,2,4,2,1930,Downtown,Good,Yes,255719
158,702,3,2,1,1963,Downtown,Poor,Yes,275097
1244,3520,2,1,3,1986,Downtown,Excellent,No,445507
1196,4821,1,1,1,1909,Downtown,Excellent,Yes,413133
17,3404,2,1,1,1903,Urban,Fair,Yes,208964
1536,2613,1,2,3,1935,Downtown,Good,No,756167
1073,4726,5,1,1,2014,Rural,Fair,Yes,632678
1972,3349,1,3,3,1900,Urban,Excellent,Yes,953785
547,3008,1,4,2,1901,Suburban,Fair,Yes,700009
1540,4523,2,4,2,1923,Suburban,Fair,No,628078
659,4643,1,2,1,1989,Urban,Poor,No,100272
1626,3791,4,2,1,2012,Suburban,Poor,No,682592
1020,2675,3,1,2,2007,Suburban,Excellent,No,650709
1663,3515,5,2,1,1952,Rural,Poor,No,842401
1505,4781,4,1,1,1953,Rural,Excellent,No,884395
960,827,5,2,1,1975,Rural,Poor,No,337312
1882,1036,2,1,1,1959,Urban,Good,Yes,338581
284,3037,1,4,3,2010,Rural,Poor,No,79756
798,1818,3,1,1,1908,Rural,Poor,No,439569
1627,4533,1,3,2,1956,Rural,Excellent,No,154959
226,4567,4,4,1,1995,Downtown,Fair,Yes,893382
27,3505,4,2,3,1955,Urban,Good,Yes,745494
1771,1690,5,2,1,1921,Rural,Poor,No,98786
438,1198,4,2,2,1981,Rural,Fair,Yes,951011
1949,1045,2,1,2,1982,Downtown,Excellent,No,420283
1389,3268,5,1,1,1978,Urban,Excellent,Yes,229022
230,4487,4,3,2,1968,Suburban,Good,Yes,215368
38,2863,1,2,3,1982,Urban,Excellent,Yes,921627
750,1401,1,1,1,1983,Suburban,Good,Yes,765612
1046,4624,3,3,3,1933,Rural,Excellent,Yes,735352
1399,1228,5,1,1,2019,Downtown,Poor,No,670656
470,1717,2,2,3,1963,Rural,Fair,Yes,750457
1693,4646,1,1,2,2009,Suburban,Fair,Yes,151069
1968,4595,4,3,1,1906,Downtown,Excellent,Yes,396228
688,2103,4,2,2,2009,Downtown,Excellent,Yes,669436
1844,3767,1,2,1,1901,Downtown,Fair,No,916603
640,3766,2,2,1,2012,Suburban,Excellent,Yes,492037
1713,3679,4,2,1,2012,Downtown,Good,No,528803
1219,2530,4,3,3,1988,Urban,Excellent,No,902119
1159,2271,5,3,2,1910,Rural,Poor,No,381145
1416,3348,3,4,1,2020,Urban,Excellent,Yes,330759
1528,3655,1,1,2,1911,Rural,Excellent,Yes,777333
1656,4486,1,3,1,1916,Downtown,Poor,Yes,874832
1301,2584,1,3,1,1995,Urban,Good,Yes,60712
1823,4443,5,3,3,1966,Suburban,Poor,Yes,859816
801,2690,2,1,2,1963,Urban,Fair,Yes,891672
1604,1864,4,1,1,2000,Rural,Poor,Yes,596852
161,4996,1,1,1,2005,Downtown,Fair,No,369733
957,4908,1,4,1,1964,Suburban,Poor,Yes,450074
1187,1306,4,3,1,1932,Rural,Poor,No,118607
822,2704,3,2,3,1918,Rural,Fair,Yes,849093
1682,2890,3,1,3,1954,Urban,Fair,No,783902
878,4297,5,1,2,1920,Urban,Poor,Yes,916525
914,3620,5,2,2,1905,Suburban,Excellent,No,847115
153,3974,5,1,3,1902,Urban,Fair,Yes,703059
1871,4759,3,2,3,1919,Rural,Good,No,911287
1777,3546,1,2,3,1971,Downtown,Good,Yes,889665
510,1323,4,3,1,2022,Rural,Excellent,Yes,835313
1136,4087,4,4,3,1941,Downtown,Fair,No,331767
1251,2662,5,2,1,1974,Rural,Poor,Yes,269854
1684,2911,3,1,1,1983,Downtown,Good,Yes,348009
104,3290,4,2,3,1903,Rural,Good,Yes,344721
1446,2930,1,1,3,1932,Downtown,Excellent,Yes,934747
1444,4706,3,4,3,2017,Downtown,Fair,Yes,197330
587,2074,1,3,1,1934,Rural,Fair,No,909299
1769,1625,1,1,3,1905,Downtown,Excellent,No,286591
1144,1238,3,3,3,1978,Downtown,Fair,No,516727
54,3573,5,3,1,1952,Suburban,Fair,No,593118
152,1354,3,4,2,1913,Suburban,Excellent,No,66473
404,3569,1,1,2,1997,Downtown,Excellent,Yes,445158
1943,964,5,2,1,2009,Suburban,Poor,No,684378
208,2196,5,4,1,1950,Rural,Good,Yes,101048
1895,4638,4,4,3,2009,Urban,Poor,No,859733
1123,4997,2,2,2,1918,Urban,Excellent,No,286887
1891,2994,2,2,1,1925,Urban,Excellent,Yes,493172
9,630,2,2,1,1932,Rural,Poor,Yes,652878
1015,3680,3,2,1,2013,Rural,Good,Yes,275997
1907,1679,4,4,1,1938,Rural,Fair,Yes,932751
1061,4420,5,4,2,2007,Downtown,Good,Yes,384384
453,1667,3,2,1,1957,Suburban,Poor,Yes,231136
254,3944,4,4,3,1959,Urban,Excellent,No,695115
1328,1015,4,3,1,1966,Downtown,Fair,No,496605
897,1036,2,4,2,1971,Rural,Good,No,527044
1734,3725,1,2,3,1911,Downtown,Fair,Yes,86719
881,3976,4,1,2,1914,Downtown,Excellent,Yes,592166
1596,1418,3,3,3,1920,Urban,Excellent,Yes,500479
1889,4103,1,1,1,1923,Rural,Fair,Yes,355525
624,3093,3,4,2,1987,Downtown,Fair,No,826934
346,1970,4,3,3,1976,Urban,Fair,Yes,392543
1703,605,2,2,3,1918,Rural,Good,Yes,809925
263,1199,2,3,1,2002,Downtown,Good,No,529389
1635,1847,5,3,3,1996,Rural,Excellent,No,494846
1322,3494,2,4,1,1998,Urban,Good,Yes,980728
1439,1215,5,2,3,1938,Downtown,Poor,Yes,661530
151,4597,1,3,3,1974,Suburban,Fair,Yes,827794
473,2886,3,4,2,1923,Rural,Excellent,Yes,493333
641,1166,5,1,1,1962,Rural,Fair,Yes,78365
1983,4682,3,3,3,1961,Urban,Excellent,No,597685
1883,4723,4,4,1,1994,Downtown,Fair,No,177129
551,2081,4,4,2,1998,Downtown,Good,No,730516
1780,4213,1,4,1,1947,Suburban,Good,Yes,493226
929,1451,3,3,3,1906,Urban,Poor,No,843387
489,2714,3,4,1,1966,Urban,Good,Yes,642879
1812,1132,4,2,2,1954,Rural,Excellent,Yes,881776
1172,875,1,3,2,1991,Downtown,Good,No,530875
147,3499,3,2,3,1948,Downtown,Fair,No,562164
1705,4597,5,4,2,1965,Downtown,Excellent,No,365414
1929,2264,1,1,1,1955,Downtown,Excellent,Yes,632761
403,2125,5,4,3,1912,Rural,Excellent,No,535820
955,3579,1,3,1,2017,Downtown,Excellent,No,804965
1878,1548,5,3,2,1935,Rural,Fair,Yes,214944
660,4144,4,4,1,1981,Urban,Excellent,Yes,55310
1373,4973,1,1,1,1930,Rural,Poor,No,978647
464,3824,4,2,2,1942,Downtown,Good,Yes,681469
1350,1433,3,2,1,1922,Suburban,Excellent,Yes,622922
187,2459,2,2,3,1908,Downtown,Poor,No,63580
1148,4846,1,2,2,2013,Suburban,Fair,Yes,68909
1225,1790,3,1,3,1952,Downtown,Poor,Yes,691067
609,2982,2,4,2,1987,Downtown,Fair,Yes,916572
144,3957,4,1,3,1981,Suburban,Good,Yes,919914
752,509,2,2,2,2002,Urban,Poor,Yes,193949
1535,527,2,2,3,1948,Downtown,Poor,No,226682
982,1808,2,3,2,1991,Downtown,Good,No,930425
198,4223,3,4,2,1956,Suburban,Fair,Yes,263165
1634,988,1,4,1,1924,Rural,Good,No,698365
884,1705,1,2,1,1985,Rural,Fair,Yes,498636
280,3401,4,2,1,1929,Downtown,Good,Yes,922510
294,1024,2,2,2,1971,Urban,Excellent,Yes,198188
1824,863,2,4,2,1955,Rural,Fair,Yes,577800
401,4685,5,4,3,1901,Downtown,Fair,No,510665
123,2029,4,2,1,1908,Urban,Good,No,259047
1208,2413,3,4,1,1909,Urban,Excellent,No,743649
203,2182,5,1,2,1961,Suburban,Good,Yes,760731
1463,2669,5,2,2,1988,Rural,Fair,Yes,335840
836,3728,5,3,2,1983,Suburban,Poor,Yes,910527
247,1315,5,4,1,1902,Urban,Fair,No,639930
1440,4411,5,1,1,1936,Urban,Poor,No,467876
1754,1468,3,3,1,2023,Downtown,Excellent,No,747143
1902,2450,3,4,2,1928,Urban,Poor,No,594043
1708,2637,2,3,2,2023,Downtown,Fair,No,305560
1881,1463,3,2,2,1923,Suburban,Fair,No,192712
1154,2532,1,2,3,1945,Rural,Excellent,Yes,177463
1662,3838,4,4,1,1925,Rural,Good,Yes,137893
1427,605,3,2,1,1958,Downtown,Excellent,No,846680
385,2068,4,4,3,1922,Downtown,Excellent,Yes,188307
1759,1843,2,2,3,1942,Rural,Good,No,270013
855,862,3,1,1,2000,Downtown,Excellent,No,605623
1590,625,4,2,3,1965,Urban,Fair,Yes,330444
220,4933,4,3,2,1943,Urban,Poor,No,829685
642,4688,1,3,1,1968,Downtown,Good,No,325333
2,4272,5,4,3,1958,Downtown,Excellent,No,424998
113,3657,5,1,2,1980,Rural,Excellent,No,902987
699,3239,4,1,3,1918,Urban,Poor,Yes,833103
1916,1903,4,1,3,2005,Rural,Fair,No,427928
952,554,3,3,1,1978,Downtown,Poor,Yes,94552
1649,2124,5,3,2,1951,Rural,Excellent,No,389112
1637,3673,1,3,1,2014,Downtown,Fair,No,601374
1886,4224,4,1,2,1979,Downtown,Poor,Yes,582191
1411,3220,5,1,1,1985,Suburban,Fair,No,569149
1410,1091,5,2,2,2015,Suburban,Good,No,553528
1534,2540,1,3,2,1900,Downtown,Good,No,413309
1292,1507,2,2,3,1978,Rural,Excellent,Yes,912303
1809,707,4,3,3,1923,Suburban,Good,Yes,777591
442,3002,1,1,3,1901,Rural,Good,No,610085
1521,3552,4,3,2,1917,Downtown,Good,Yes,287439
1137,1420,1,2,2,1997,Downtown,Excellent,No,618728
1716,944,3,2,2,1932,Suburban,Fair,Yes,176951
1257,1812,2,4,2,2022,Suburban,Excellent,No,200434
1864,572,1,1,3,1960,Suburban,Fair,Yes,996740
1632,4328,2,2,2,1970,Suburban,Excellent,Yes,179745
1696,640,1,4,3,1983,Downtown,Poor,Yes,378396
1398,2067,2,4,3,2001,Rural,Poor,Yes,812301
664,3266,2,1,1,1913,Suburban,Excellent,Yes,487744
1836,4225,2,2,2,2013,Downtown,Good,No,314531
1258,1785,2,2,3,2002,Downtown,Excellent,No,890931
1774,572,3,3,1,1924,Downtown,Excellent,No,378624
1701,4110,5,1,1,1902,Downtown,Fair,No,75801
318,3551,4,3,2,1906,Suburban,Good,Yes,145287
649,2893,2,1,3,1948,Downtown,Fair,Yes,886048
1435,3644,4,2,3,2022,Suburban,Fair,No,874965
1480,1254,3,2,2,1944,Downtown,Excellent,No,251474
710,2824,4,2,2,1973,Rural,Good,No,228982
1383,1516,2,4,1,1947,Rural,Fair,Yes,384192
1283,2512,3,3,3,1930,Suburban,Fair,Yes,60662
973,1443,2,4,3,1934,Downtown,Good,No,824756
628,4323,4,3,3,1908,Downtown,Fair,No,752726
633,1399,5,2,3,1976,Downtown,Excellent,Yes,807071
1307,1385,3,3,2,2018,Suburban,Poor,No,246437
1401,4697,4,1,2,2020,Urban,Excellent,No,96901
1409,3617,1,4,3,1989,Downtown,Fair,No,983332
1249,817,5,3,3,1921,Urban,Excellent,No,917481
1953,1959,5,3,1,1944,Urban,Good,Yes,387540
1255,4430,3,2,3,1992,Urban,Poor,Yes,717554
1497,3125,5,2,2,1961,Downtown,Poor,No,464170
1372,4399,5,2,2,1989,Downtown,Good,Yes,883721
1530,4314,1,3,3,1909,Rural,Poor,Yes,125911
1664,3389,1,2,1,1916,Rural,Excellent,No,58981
1355,3556,5,4,2,2022,Downtown,Fair,Yes,888418
1926,2639,5,1,2,1925,Rural,Poor,Yes,406554
1901,1189,3,2,3,1942,Suburban,Fair,No,983708
1644,1888,3,3,1,1964,Downtown,Fair,No,956587
1849,2690,3,1,1,1925,Suburban,Good,No,550884
796,2843,5,1,1,1936,Urban,Excellent,No,532517
646,3622,4,4,1,1973,Downtown,Excellent,No,506979
1013,941,4,3,2,1977,Rural,Poor,No,889411
1840,3317,2,4,2,1981,Downtown,Excellent,No,169095
557,509,5,1,3,1904,Urban,Poor,Yes,839285
682,1562,2,4,1,2002,Rural,Good,No,653810
578,4136,2,2,1,1950,Rural,Poor,No,473759
1110,890,4,1,2,1997,Downtown,Good,Yes,485485
1267,4951,2,2,3,1989,Rural,Fair,No,196474
1723,2208,1,3,2,1923,Rural,Excellent,Yes,959222
1184,2608,3,4,3,1979,Suburban,Poor,Yes,325201
525,3986,1,1,3,1908,Suburban,Fair,No,584535
1060,2262,1,1,2,1977,Suburban,Fair,No,805247
541,4219,5,3,1,1991,Urban,Poor,No,85568
1195,3901,1,4,1,1968,Urban,Excellent,Yes,134335
1679,3330,2,3,2,2018,Rural,Good,No,223412
749,4244,4,1,2,1902,Rural,Good,No,181980
1852,4607,5,2,3,1993,Rural,Good,No,316441
1431,816,3,4,1,1945,Suburban,Fair,No,175612
485,3641,1,4,1,1924,Rural,Excellent,Yes,503814
1758,1269,5,4,2,1975,Urban,Good,Yes,489707
96,1528,2,3,1,1901,Rural,Poor,Yes,450327
1021,4424,5,2,1,2011,Suburban,Fair,Yes,319578
564,2693,4,2,2,1937,Rural,Fair,Yes,173225
1265,3104,3,3,2,1961,Urban,Excellent,Yes,578883
743,4915,1,4,2,1965,Downtown,Excellent,Yes,558889
864,3230,1,2,1,1998,Suburban,Fair,Yes,187039
1599,2469,1,1,2,1918,Rural,Good,Yes,768398
1715,2859,4,4,1,1912,Rural,Poor,No,332154
1485,658,4,1,1,1958,Downtown,Good,Yes,930520
892,1832,5,3,3,1912,Rural,Excellent,Yes,856903
1578,3344,4,2,3,1912,Suburban,Good,Yes,405143
1039,4129,1,1,2,1966,Urban,Poor,No,962894
207,3691,1,1,2,1924,Urban,Good,Yes,356256
393,4607,1,4,3,2004,Urban,Fair,Yes,506089
795,2949,2,4,2,1917,Suburban,Good,No,640855
871,3556,3,1,2,1938,Urban,Poor,No,707302
398,2582,2,4,2,1908,Urban,Good,No,844203
767,3990,5,2,2,1953,Downtown,Good,Yes,787351
1842,2225,3,2,3,2004,Rural,Poor,No,140450
1242,3887,2,4,1,2001,Suburban,Fair,No,105916
1029,1145,1,1,1,1994,Rural,Fair,Yes,395123
1793,3274,5,4,2,1910,Rural,Excellent,No,643695
643,1171,3,4,1,1985,Suburban,Poor,No,519965
1892,4985,2,4,2,1965,Urban,Excellent,Yes,585755
613,4761,5,3,2,1915,Urban,Good,Yes,235846
1763,2077,5,1,1,1957,Rural,Good,No,693107
961,3810,3,4,1,1956,Urban,Good,No,606387
1571,2439,3,3,1,1911,Suburban,Poor,Yes,619051
726,505,5,4,1,1939,Suburban,Good,Yes,727823
684,1796,3,4,2,1976,Rural,Fair,Yes,98929
99,1370,3,4,1,1982,Rural,Fair,Yes,929608
805,1748,2,2,1,2005,Urban,Excellent,No,72222
1752,2046,4,2,2,1973,Urban,Excellent,No,476228
1598,4903,1,3,2,2023,Rural,Excellent,No,813292
407,1116,3,1,1,1933,Suburban,Fair,Yes,657539
503,3572,4,4,1,1969,Downtown,Excellent,Yes,426394
1072,4620,5,3,3,1967,Rural,Good,Yes,596848
1057,3211,4,1,1,2005,Suburban,Fair,No,93016
930,1222,3,3,2,1993,Rural,Good,Yes,307571
780,3060,4,2,2,2003,Suburban,Poor,Yes,766764
201,2556,2,4,1,1925,Urban,Fair,No,214340
